source,cited,citation_analysis
7896793,25722852,neither
7896793,23269371,positive
7896793,23269371,neither
7896793,19543373,positive
7896793,19543373,neither
7896793,27694958,positive
7896793,27694958,neither
7896793,25550326,positive
7896793,25550326,neither
7896793,15173539,positive
7896793,15173539,neither
7896793,23352289,positive
7896793,23352289,neither
7896793,9065877,positive
7896793,9065877,neither
7896793,9358397,positive
7896793,9358397,neither
7896793,16189206,positive
7896793,22424706,positive
7896793,24179306,positive
7896793,18596550,positive
7896793,18596550,neither
7896793,28215256,positive
7896793,28215256,neither
7896793,575840,positive
7896793,575840,neither
7896793,17107453,positive
7896793,17107453,neither
7896793,30846698,positive
7896793,30846698,neither
7896793,21482604,positive
7896793,28367676,positive
7896793,28367676,neither
7896793,29722084,positive
7896793,29722084,negative
7896793,28730583,positive
7896778,21195389,positive
7896778,21195389,neither
7896778,17326547,positive
7896778,17326547,neither
7896778,3332317,positive
7896778,24650832,positive
7896778,32112436,positive
7896778,32112436,neither
7896778,32152868,positive
7896778,28608172,positive
7896778,28608172,neither
7896778,27068547,positive
7896778,27068547,neither
7896778,30701337,positive
7896778,30701337,neither
7896778,29780221,positive
7896778,25142763,positive
7896778,22183937,positive
7896778,22183937,neither
7896778,18655317,positive
7896778,23961292,positive
7896778,31129524,positive
7896778,31129524,neither
7896778,31138052,positive
7896778,31138052,negative
7896778,31138052,neither
7896778,28991714,positive
7896778,28991714,neither
7896778,10773859,positive
7896778,15889701,positive
7896778,26664331,positive
7896778,32014809,positive
7896778,32014809,neither
7896778,23961292,neither
7896778,15096400,positive
7896778,15096400,neither
7896778,23399455,positive
7896778,32152868,neither
7896778,20809354,positive
7896778,20809354,neither
8747801,31812940,positive
8747801,31812940,neither
8747801,27990019,positive
8747801,27990019,neither
8747801,9383985,positive
8747801,9383985,neither
8747801,32382408,positive
8747801,32382408,neither
8747801,31138694,positive
8747801,31138694,neither
8747801,33154450,positive
8747801,33154450,neither
8747801,21224217,positive
8747801,21224217,neither
8747801,24340291,positive
8747801,24340291,neither
8747801,34163318,positive
8747801,34163318,neither
8747801,31813350,positive
8747801,31813350,neither
8747801,11834835,positive
8747801,11834835,negative
8747801,33841306,positive
8747801,33841306,neither
8747801,11834834,positive
8747801,31618632,positive
8747801,18082405,positive
8747801,18082405,neither
8747801,11487664,positive
8747801,11487664,neither
8747801,31846672,positive
8747801,31846672,neither
8747801,7990870,positive
8747801,7990870,neither
8747801,15716953,positive
8747801,15716953,neither
8747801,12808468,positive
8747801,12808468,neither
8747801,25497360,positive
8747801,25497360,neither
8747801,25884537,positive
8747801,26480842,positive
8747801,19330580,positive
8747801,19330580,neither
8747801,23910656,positive
8747801,23910656,neither
8747801,30061685,positive
8747801,30061685,neither
8747801,26092820,positive
8747801,26092820,neither
8747801,28720787,positive
8747801,28720787,neither
8747801,18293150,positive
8747801,28886599,positive
8747801,28886599,neither
8747801,27386582,positive
8747801,27386582,neither
8747801,29181445,positive
8747801,29181445,neither
8747801,27091523,positive
8747801,27091523,neither
8747801,32639562,positive
8747801,32639562,neither
8747801,29100153,positive
8747801,29100153,neither
8747801,28886600,positive
8747801,28886600,neither
8747801,16322268,positive
8747801,21292405,positive
8747801,21292405,neither
8747801,21415172,positive
8747801,21415172,neither
8747801,19271347,positive
8747801,19271347,neither
8747801,31798667,positive
8747801,31798667,neither
8747801,15039045,positive
8747801,8621064,positive
8747801,8621064,neither
8747801,23953362,positive
8747801,34773790,positive
8747801,26301944,positive
8747801,24840814,positive
8747801,24840814,neither
8747801,4085576,positive
8747801,12641706,positive
8747801,12641706,neither
8747801,26528465,positive
8747801,26528465,neither
8747801,26360305,positive
8747801,26360305,neither
8747801,27802500,positive
8747801,27802500,neither
8747801,29073412,positive
8747801,29073412,neither
8747801,23904684,positive
8747801,28472667,positive
8747801,28472667,neither
8747801,24616488,positive
8747801,24616488,neither
8747801,12390501,positive
8747801,12390501,neither
8747801,26141542,positive
8747801,26141542,neither
8747801,21855408,positive
8747801,21855408,neither
8747801,10607160,positive
8747801,30385850,positive
8747801,1584458,positive
8747801,1584458,neither
8747801,20377841,positive
8747801,20377841,neither
8747801,24287308,positive
8747801,24287308,neither
8747801,30464269,positive
8747801,30464269,neither
8747801,29251065,positive
8747801,29251065,neither
8747801,33584531,positive
8747801,33584531,neither
8747801,34447932,positive
8747801,34447932,neither
8747801,33089192,positive
8747801,28526259,positive
8747801,24932139,positive
8747801,24932139,neither
8747801,34488088,positive
8747801,34488088,neither
8747801,18804284,positive
8747801,18804284,negative
8747801,22881342,positive
8747801,22881342,neither
8747801,33129807,positive
8747801,33129807,neither
8747801,29020155,positive
8747801,29020155,negative
8747801,18329892,positive
8747801,18329892,neither
8747801,26875007,positive
8747801,26875007,neither
8747801,18294691,positive
8747801,18294691,neither
8747801,31722876,positive
8747801,31722876,neither
8747801,28927495,positive
8747801,28927495,neither
8747801,9536618,positive
8747801,9536618,neither
8747801,31534436,positive
7894796,31121414,positive
7894796,31121414,neither
7894796,31880797,positive
7894796,31880797,neither
7894796,21612957,positive
7894796,21612957,neither
7894796,17910393,positive
7894796,17910393,neither
7894796,24843067,positive
7894796,24843067,neither
7894796,30241996,positive
7894796,32005964,positive
7894796,32005964,neither
7894796,19481481,positive
7894796,19481481,neither
7894796,14998240,positive
7894796,14998240,neither
7894796,19680805,positive
7894796,19680805,neither
7894796,11699677,positive
7894796,11699677,neither
7894796,23711996,positive
7894796,23711996,neither
7894796,7299565,positive
7894796,7299565,neither
7894796,15832322,positive
7894796,15832322,neither
7894796,30529431,positive
7894796,18391145,positive
7894796,18391145,neither
7894796,14516251,positive
7894796,14516251,neither
7894796,23481486,positive
7894796,23481486,neither
7894796,12561291,positive
7894796,12561291,neither
7894796,26619760,positive
7894796,26619760,neither
7894796,19676107,positive
7894796,19676107,neither
7894796,29126903,positive
7894796,22369463,positive
7894796,22369463,neither
7894796,24721278,positive
7894796,24721278,negative
7894796,14631878,positive
7894796,14631878,neither
7894796,8664762,positive
7894796,8664762,neither
7894796,26924917,positive
7894796,26924917,neither
7894796,24074692,positive
7894796,24074692,neither
7894796,22545685,positive
7894796,22545685,neither
7894796,30215720,positive
7894796,30215720,neither
7894796,11102329,positive
7894796,11102329,neither
7894796,22581483,positive
7894796,22341191,positive
7894796,7939118,positive
7894796,18839484,positive
7894796,19564179,positive
7894796,19564179,neither
7894796,26781184,positive
7894796,26781184,neither
7894796,21303806,positive
7894796,21303806,neither
7894796,17165092,positive
7894796,16617404,positive
7894796,16617404,neither
7894796,29073398,positive
7894796,29073398,neither
7894796,25018025,positive
7894796,25018025,neither
7894796,12705565,positive
7894796,12705565,neither
7894796,18335488,positive
7894796,18335488,neither
7894796,25221914,positive
7894796,25221914,neither
7894796,21257344,positive
7894796,21257344,neither
7894796,30046255,positive
7894796,30046255,neither
7894796,25704739,positive
7894796,25704739,neither
7894796,19285450,positive
7894796,25444442,positive
7894796,25444442,negative
7894796,15979219,positive
7894796,15979219,neither
7894796,15866854,positive
7894796,15866854,neither
6207388,18710669,positive
6207388,18710669,neither
6207388,21557740,positive
6207388,21557740,neither
6207388,29388635,positive
6207388,29388635,neither
9791954,24401051,positive
9791954,32178573,positive
9791954,29204571,positive
9791954,29204571,neither
9791954,27572119,positive
9791954,27572119,neither
9791954,25409109,positive
9791954,30763424,positive
9791954,30763424,neither
9791954,7221348,positive
9791954,33009018,positive
9791954,33009018,negative
9791954,32026804,positive
9791954,28629917,positive
9791954,28629917,neither
9791954,25321848,positive
9791954,25321848,neither
9791954,32104122,positive
9791954,32104122,neither
7721291,18519528,positive
7721291,12040542,positive
7721291,12040542,neither
7721291,26890214,positive
7721291,26890214,neither
7721291,3806425,positive
7721291,28164225,positive
7721291,28756825,positive
7721291,28756825,neither
7721291,28346153,positive
7721291,19728094,positive
7721291,29073412,positive
7721291,12578436,positive
7721291,12578436,neither
7721291,20089546,positive
7721291,14567763,positive
7721291,26442563,positive
7721291,17129910,positive
7721291,17129910,neither
7721291,31071719,positive
7721291,26693357,positive
7721291,21317037,positive
7721291,21317037,neither
7721291,28346147,positive
7721291,24189774,positive
7721291,27467177,positive
7721291,27467177,neither
7721291,23894254,positive
7721291,25785893,positive
7721291,28923251,positive
7721291,28923251,neither
7721291,25770043,positive
7721291,25770043,neither
7721291,21778504,positive
7721291,21778504,neither
7721291,1644507,positive
7721291,1644507,neither
7721291,15914823,positive
7721291,15914823,neither
7721291,28447828,positive
7721291,9623749,positive
7721291,22250777,positive
7721291,26940117,positive
7721291,19537461,positive
6800553,31616194,positive
6800553,31616194,neither
6800553,29976248,positive
6800553,21875175,positive
6800553,21875175,neither
11378784,16306338,positive
11378784,16306338,negative
11378784,27302272,positive
11378784,27302272,neither
11378784,36430199,positive
11378784,36430199,neither
11378784,21921296,positive
11378784,21921296,neither
11378784,34719945,positive
11378784,34719945,neither
11378784,31915891,positive
11378784,31915891,neither
11378784,33788832,positive
11378784,33788832,neither
11378784,25870289,positive
11378784,25870289,neither
11378784,36789935,positive
11378784,36789935,negative
11378784,26048237,positive
11378784,26048237,neither
11378784,25005747,positive
11378784,25005747,neither
11378784,28291161,positive
11378784,28291161,neither
11378784,21262119,positive
11378784,29311619,positive
11378784,29311619,neither
11378784,36834709,positive
11378784,36834709,neither
11378784,23727938,positive
11378784,23727938,neither
11378784,8797184,positive
11378784,8797184,neither
11378784,36202118,positive
11378784,36202118,neither
11378784,19287497,positive
11378784,19287497,neither
11378784,18682514,positive
11378784,18682514,neither
11378784,18838530,positive
11378784,18838530,neither
11378784,37895351,positive
11378784,27749086,positive
11378784,27749086,neither
11378784,28089708,positive
11378784,28089708,neither
11378784,26830350,positive
11378784,26830350,neither
11378784,31923106,positive
11378784,31923106,neither
11378784,24351767,positive
11378784,24351767,neither
8957400,29734997,positive
8957400,29734997,neither
8957400,34201861,positive
8957400,34201861,neither
8957400,30789439,positive
8957400,30789439,neither
8957400,25991187,positive
8957400,33623459,positive
8957400,33623459,neither
8957400,33378539,positive
8957400,33378539,neither
8957400,31626361,positive
8957400,31626361,neither
8957400,31538605,positive
8957400,31538605,neither
8957400,34201016,positive
8957400,34201016,neither
8957400,32005346,positive
8957400,32005346,neither
8957400,32762972,positive
8957400,32762972,neither
8957400,33576422,positive
8957400,33576422,neither
8957400,22294820,positive
8957400,32433768,positive
8957400,32433768,neither
8957400,32882005,positive
8957400,32882005,neither
8957400,2868172,positive
8957400,2868172,neither
8957400,32882005,negative
8957400,10501650,positive
8957400,10501650,neither
8957400,24179309,positive
