source,cited,citation_analysis
11448031,32418018,neither
11448031,15003950,positive
11448031,15003950,neither
11448031,12226021,positive
11448031,12226021,neither
11448031,16094131,positive
11448031,16094131,neither
11448031,10720054,positive
11448031,10720054,neither
11448031,14726171,positive
11448031,14726171,neither
11448031,18334275,positive
11448031,18334275,neither
11448031,22899556,positive
11448031,22899556,neither
11448031,24953516,positive
11448031,24953516,neither
11448031,30359618,positive
11448031,30359618,neither
11448031,1798888,positive
11448031,1798888,negative
11448031,30422676,positive
11448031,30422676,neither
11448031,1798888,neither
11448031,27919588,positive
11448031,27919588,neither
11448031,36267990,positive
11448031,33112227,positive
11448031,27938922,positive
11448031,28077252,positive
11448031,30704229,positive
11448031,26658438,positive
11448031,36267990,neither
11448031,33112227,neither
11448031,27938922,neither
11448031,28077252,neither
11448031,30704229,neither
11448031,26658438,neither
7881775,23066376,positive
7881775,23066376,neither
7881775,20086074,positive
7881775,20086074,neither
7881775,29779616,positive
7881775,29779616,neither
7881775,28162150,positive
7881775,15113821,positive
7881775,15113821,neither
7881775,18579548,positive
7881775,18579548,neither
7881775,8464434,positive
7881775,8464434,negative
7881775,7781344,positive
7881775,16888290,positive
7881775,16888290,neither
7881775,19794884,positive
7881775,19631507,positive
7881775,19631507,neither
7881775,15867649,positive
7881775,19014073,positive
7881775,23494654,positive
7881775,15867649,neither
7881775,19014073,neither
7881775,23494654,neither
7881775,28162150,neither
7881775,10086815,positive
7881775,10086815,neither
7881775,20185816,positive
7881775,20685881,positive
7881775,25485911,positive
7881775,22013016,positive
7881775,28009296,positive
7881775,26733006,positive
7881775,19859528,positive
7881775,20581837,positive
7881775,21338878,positive
7881775,24218571,positive
7881775,25864946,positive
7881775,20185816,neither
7881775,20685881,neither
7881775,25485911,neither
7881775,22013016,neither
7881775,28009296,neither
7881775,26733006,neither
7881775,19859528,neither
7881775,20581837,neither
7881775,21338878,neither
7881775,24218571,neither
7881775,25864946,neither
7881775,25855196,positive
7881775,22100965,positive
7881775,20504252,positive
7881775,23554917,positive
7881775,21836641,positive
7881775,18370802,positive
7881775,19876004,positive
7881775,25855196,neither
7881775,22100965,neither
7881775,20504252,neither
7881775,23554917,neither
7881775,21836641,neither
7881775,18370802,neither
7881775,19876004,neither
7881775,15113821,negative
7881775,26101650,positive
7881775,26101650,neither
7881775,25682233,positive
7881775,25682233,neither
7881775,11991871,positive
7881775,11991871,neither
7881775,11122588,positive
7881775,11122588,negative
7881775,16415870,positive
7881775,16415870,neither
7881775,18162515,positive
7881775,18162515,neither
7881775,16581041,positive
7881775,16581041,neither
7881775,16601191,positive
7881775,16601191,neither
7881775,19587857,positive
7881775,19587857,neither
7881775,9290581,positive
7881775,9290581,neither
7881775,18177905,positive
7881775,18177905,neither
7881775,23362947,positive
7881775,23362947,neither
7881775,12213354,positive
7881775,12213354,neither
7881775,19729349,positive
7881775,19729349,neither
7881775,29292526,positive
7881775,29292526,neither
7881775,27861433,positive
7881775,27861433,neither
7881775,30809382,positive
7881775,30809382,neither
7881775,28281681,positive
7881775,28281681,neither
7881775,19412478,positive
7881775,19412478,neither
7881775,12079891,positive
7881775,12079891,neither
7881775,3209972,positive
7881775,3209972,neither
7881775,16339018,positive
7881775,30214331,positive
7881775,30214331,neither
7881775,20805497,positive
7881775,20805497,neither
7881775,25925320,positive
7881775,25925320,neither
7881775,11316658,positive
7881775,11316658,neither
7881775,8564132,positive
7881775,8564132,neither
7881775,1798880,positive
7881775,1798880,neither
7881775,6735987,positive
7881775,6735987,neither
7881775,12203850,positive
7881775,12203850,neither
7881775,25518026,positive
7881775,25518026,neither
7881775,7865169,positive
7881775,7865169,neither
7881775,9399688,positive
7881775,9399688,neither
7881775,15558495,positive
7881775,17702275,positive
7881775,17702275,neither
7881775,23754303,positive
7881775,23754303,neither
7881775,10334159,positive
7881775,28834052,positive
7881775,28834052,neither
7881775,17766685,positive
7881775,20337192,positive
7881775,20337192,neither
10164388,30789229,positive
10164388,30789229,neither
10164388,31831602,positive
10164388,31831602,neither
10164388,28091622,positive
10164388,28091622,neither
10164388,26940460,positive
10164388,26940460,neither
10164388,10648440,positive
10164388,10648440,neither
10164388,22726815,positive
10164388,25660814,positive
10164388,25660814,neither
10164388,24744455,positive
10164388,24744455,neither
10164388,26156949,positive
10164388,26156949,neither
10164388,28449901,positive
10164388,28449901,neither
10164388,25325487,positive
10164388,25325487,neither
10164388,20626046,positive
10164388,20626046,neither
10164388,36274383,positive
10164388,36274383,neither
10164388,20191945,positive
10164388,20191945,neither
10164388,25197816,positive
10164388,25197816,neither
10164388,23904674,positive
10164388,23904674,neither
10164388,28454598,positive
10164388,23319910,positive
10164388,23319910,neither
10164388,28454598,neither
10164388,21854958,positive
10164388,18172212,positive
10164388,18172212,neither
10164388,35334450,positive
10164388,35334450,neither
10164388,33202236,positive
10164388,33202236,neither
10164388,31855164,positive
10164388,28454598,negative
10164388,31587043,positive
10164388,31587043,neither
10164388,24262156,positive
11144403,37303970,positive
11144403,37303970,neither
11144403,37147892,positive
11144403,37147892,neither
11144403,36808743,positive
11144403,36808743,neither
11144403,31011286,positive
11144403,31011286,neither
11144403,22922121,positive
11144403,34978022,positive
11144403,34978022,negative
11144403,36983857,positive
11144403,36983857,neither
11144403,34731233,positive
11144403,33759264,positive
11144403,33759264,neither
11144403,38149043,positive
11144403,38149043,neither
11144403,37978346,positive
11144403,37978346,neither
11144403,28385552,positive
11144403,33757723,positive
11144403,37025488,positive
11144403,37364590,positive
11144403,37364590,neither
11144403,30531676,positive
11144403,30531676,neither
11144403,35915006,positive
11144403,35915006,neither
11144403,35042244,positive
11144403,35042244,neither
11144403,31482364,positive
11144403,31482364,neither
11144403,32234103,positive
11144403,28618293,positive
11144403,28618293,neither
11144403,15728214,positive
11144403,35935571,positive
11144403,35935571,negative
11144403,30222634,positive
11144403,30222634,neither
11144403,31505369,positive
11144403,26547518,positive
11144403,26547518,neither
11144403,27733618,positive
11144403,27733618,neither
11144403,26448203,positive
11055532,32286648,positive
11055532,32286648,negative
11055532,23770180,positive
11055532,23770180,neither
11055532,36035275,positive
11055532,36035275,neither
11055532,24734153,positive
11055532,24734153,neither
11055532,33495651,positive
11055532,33495651,neither
11055532,33268902,positive
11055532,33268902,negative
11055532,34716292,positive
11055532,34716292,neither
11055532,28985506,positive
11055532,28985506,neither
11055532,18181196,positive
11055532,18181196,neither
11055532,28209226,positive
11055532,28209226,neither
11055532,22632970,positive
11055532,33268902,neither
11055532,30581146,positive
11055532,30581146,neither
11055532,29100962,positive
11055532,29100962,neither
11055532,31269442,positive
11055532,31269442,neither
11055532,32898818,positive
11055532,32898818,neither
11055532,30581146,negative
11055532,36367170,positive
11055532,36367170,neither
4935031,18198809,positive
4935031,18198809,neither
4935031,23115391,positive
4935031,23115391,neither
4935031,15113821,positive
4935031,15113821,negative
4935031,8464434,positive
4935031,8464434,negative
4935031,15481275,positive
4935031,15481275,neither
4935031,8464434,neither
4935031,18951050,positive
4935031,16173651,positive
4935031,16173651,neither
4935031,17425227,positive
4935031,17425227,neither
4935031,12615621,positive
4935031,12615621,neither
4935031,20845239,positive
4935031,9480969,positive
4935031,9480969,neither
4935031,18350959,positive
4935031,1798888,positive
4935031,11713117,positive
4935031,10936127,positive
4935031,10936127,neither
4935031,15113821,neither
4935031,18951050,negative
4935031,19893501,positive
4935031,20845239,neither
4935031,8944737,positive
4935031,18431116,positive
4935031,18431116,neither
4935031,10507956,positive
4935031,10507956,neither
4935031,18252916,positive
4935031,18252916,neither
4935031,22152589,positive
4935031,9921859,positive
4935031,9921859,neither
4935031,15941867,positive
4935031,15941867,neither
4935031,24127140,positive
4935031,23997696,positive
4935031,25409106,positive
4935031,25409106,neither
7769149,6816390,positive
7769149,6816390,neither
7769149,20053904,positive
7769149,20053904,neither
7769149,24715505,positive
7769149,24715505,neither
7769149,15926929,positive
7769149,15926929,neither
7769149,16254996,positive
7769149,19235223,positive
7769149,19235223,neither
7769149,19285474,positive
7769149,19285474,neither
7769149,19235216,positive
7769149,19235216,neither
7769149,29652889,positive
7769149,29652889,neither
7769149,18358616,positive
7769149,18358616,neither
7769149,11069971,positive
7769149,11069971,neither
7769149,17714194,positive
7769149,17714194,neither
7769149,16254996,neither
7769149,25099741,positive
7769149,25099741,neither
7769149,26990801,positive
7769149,26990801,neither
7769149,28143769,positive
7769149,28143769,neither
7769149,26718003,positive
7769149,26718003,neither
7769149,226566,positive
7769149,226566,neither
7769149,24374795,positive
7769149,24374795,neither
7769149,22020635,positive
7769149,22020635,neither
7769149,19788571,positive
7769149,19788571,neither
7769149,22492391,positive
7769149,22492391,neither
7769149,19123238,positive
7769149,19123238,neither
7769149,28528079,positive
7769149,28528079,neither
7769149,12097496,positive
7769149,12097496,neither
7769149,25940654,positive
7769149,25940654,neither
7769149,26453835,positive
7769149,26453835,neither
7769149,29421265,positive
7769149,29421265,neither
7769149,23055478,positive
7769149,23055478,neither
7769149,22824232,positive
7769149,22824232,neither
7769149,19748079,positive
7769149,19748079,neither
7769149,22179106,positive
7769149,22179106,neither
7769149,26749502,positive
7769149,26749502,neither
7769149,22535255,positive
7769149,22535255,neither
7769149,27595385,positive
7769149,21172606,positive
7769149,21172606,neither
7769149,21344406,positive
7769149,21344406,neither
7769149,24142866,positive
7769149,22654204,positive
7769149,22654204,neither
7769149,30559475,positive
7769149,30559475,neither
7769149,29773830,positive
7769149,23863641,positive
7769149,23863641,neither
7769149,27151528,positive
7769149,27151528,neither
7769149,31627985,positive
7769149,31627985,neither
7769149,1346804,positive
7769149,1346804,neither
7769149,21930931,positive
7769149,21930931,neither
7769149,22131433,positive
7769149,22131433,neither
7769149,26549881,positive
7769149,26549881,neither
7769149,19881886,positive
7769149,26876382,positive
7769149,26876382,neither
7769149,27549757,positive
7769149,27549757,neither
7769149,27388762,positive
7769149,27388762,neither
7769149,26921770,positive
7769149,26921770,neither
7769149,30446531,positive
7769149,30446531,neither
7769149,31744946,positive
7769149,31744946,neither
7769149,29452828,positive
7769149,32791155,positive
7769149,32791155,neither
7769149,24270185,positive
7769149,24270185,neither
7769149,32284606,positive
7769149,28624585,positive
7769149,28624585,neither
4482367,21875679,positive
4482367,21875679,neither
4482367,21947578,positive
4482367,16887278,positive
4482367,16887278,neither
4482367,15142640,positive
4482367,15142640,neither
4482367,10517970,positive
4482367,12325404,positive
4482367,12325404,neither
4482367,11833856,positive
4482367,2538911,positive
4482367,12665989,positive
4482367,12665989,neither
4482367,16858608,positive
4482367,16858608,neither
4482367,12113945,positive
4482367,12113945,neither
4482367,13807188,positive
4482367,13807188,neither
4482367,15652628,positive
4482367,15652628,neither
4482367,18521615,positive
4482367,18521615,neither
4482367,1374204,positive
4482367,1374204,neither
4482367,1374205,positive
4482367,1374205,neither
4482367,12932851,positive
4482367,12932851,neither
4482367,8121640,positive
4482367,8121640,neither
4482367,10369378,positive
4482367,10369378,neither
4482367,16041888,positive
4482367,16041888,neither
4482367,18162698,positive
4482367,18162698,neither
4482367,24046353,positive
4482367,24046353,neither
4482367,23725615,positive
4482367,23725615,negative
4482367,23702220,positive
4482367,23702220,neither
4482367,20614848,positive
4482367,19409382,positive
4482367,19409382,neither
4482367,19968047,positive
4482367,19968047,neither
4482367,20857870,positive
4482367,20857870,neither
4482367,8283270,positive
4482367,8283269,positive
4482367,8283269,neither
4482367,19016367,positive
4482367,19016367,neither
4482367,3056461,positive
4482367,11334798,positive
4482367,11334798,neither
4482367,16650476,positive
4482367,16650476,neither
4482367,97249,positive
4482367,97249,neither
4482367,9989363,positive
4482367,9989363,neither
4482367,11833856,neither
4482367,24256713,positive
4482367,23917732,positive
4482367,23917732,neither
4482367,17548824,positive
4482367,17548824,neither
4482367,25669184,positive
4482367,25669184,neither
4482367,25515100,positive
4482367,17409265,positive
4482367,17409265,neither
4482367,25493542,positive
4482367,20045410,positive
4482367,20045410,neither
4482367,21672070,positive
4482367,21672070,neither
4482367,19324025,positive
4482367,19324025,neither
10758159,28557750,positive
10758159,28557750,neither
10758159,25107685,positive
10758159,25107685,neither
10758159,32861027,positive
10758159,30266875,positive
10758159,30266875,neither
10758159,33011589,positive
10758159,33011589,neither
10758159,33561679,positive
10758159,32800618,positive
10758159,19027588,positive
10758159,19027588,neither
10758159,22003346,positive
10758159,22003346,neither
10758159,32861027,neither
10758159,30187009,positive
10758159,30187009,neither
10758159,31903630,positive
10758159,26039963,positive
10758159,26039963,neither
10758159,27780283,positive
10758159,33561679,neither
10758159,22594377,positive
10758159,22594377,neither
10758159,33782057,positive
10758159,33782057,neither
10758159,12958120,positive
10758159,12958120,neither
10758159,10877304,positive
10758159,9310563,positive
10758159,9310563,neither
10758159,32800618,neither
10758159,31903630,neither
10758159,24291521,positive
10758159,24291521,neither
10758159,27371884,positive
10758159,27371884,neither
10758159,26720316,positive
10758159,26720316,neither
10758159,30412923,positive
10758159,30412923,neither
10758159,29332687,positive
10758159,2748771,positive
10758159,2748771,neither
10758159,32861027,negative
10758159,19633062,positive
10758159,19633062,neither
10758159,34992036,positive
10758159,32229412,positive
10758159,32229412,neither
10475715,17412731,positive
10475715,17412731,neither
10475715,29170501,positive
10475715,29170501,neither
10475715,34302789,positive
10475715,34302789,neither
10475715,24262191,positive
10475715,24262191,neither
10475715,25867792,positive
10475715,25867792,neither
10475715,20146689,positive
10475715,20146689,neither
10475715,31326237,positive
10475715,31326237,neither
10475715,19750919,positive
10475715,19750919,neither
10475715,20083800,positive
10475715,20083800,neither
10475715,25449561,positive
10475715,25449561,neither
10475715,35274191,positive
10475715,35274191,neither
10475715,30528457,positive
10475715,27913917,positive
10475715,27913917,neither
10475715,33782057,positive
10475715,25524443,positive
10475715,11491414,positive
10475715,26857056,positive
10475715,30772695,positive
10475715,30772695,neither
10475715,20818653,positive
10475715,20818653,neither
10475715,26857056,neither
10475715,16043794,positive
10475715,16043794,neither
10475715,28303851,positive
10475715,28303851,neither
10475715,33426157,positive
10475715,33426157,neither
10475715,12360542,positive
10475715,12360542,neither
10475715,25197816,positive
10475715,25197816,neither
10475715,22654203,positive
10475715,22654203,neither
10475715,18517042,positive
10475715,24841108,positive
10475715,25325487,positive
10475715,28923293,positive
10475715,18517042,neither
10475715,24841108,neither
10475715,25325487,neither
10475715,28923293,neither
10475715,20818653,negative
10475715,25395265,positive
10475715,25395265,neither
10475715,30852128,positive
10475715,30852128,neither
10475715,24179289,positive
10475715,24179289,neither
10475715,22074330,positive
10475715,26138942,positive
10475715,26138942,neither
10475715,32830221,positive
10475715,34763110,positive
10475715,34763110,neither
10475715,28592453,positive
10475715,28592453,neither
10475715,20083800,negative
10475715,10825354,positive
10475715,10825354,neither
10475715,19399512,positive
10475715,19399512,neither
10475715,32830221,neither
10475715,12196654,positive
10475715,12196654,neither
10475715,28091622,positive
10475715,28091622,neither
10475715,31194249,positive
10475715,35881545,positive
10475715,35881545,neither
5125984,9130337,positive
5125984,14610096,positive
5125984,14610096,neither
5125984,23079209,positive
5125984,23079209,neither
5125984,11966340,positive
5125984,11966340,neither
5125984,12734134,positive
5125984,12734134,neither
5125984,16171294,positive
5125984,9130337,neither
5125984,16160020,positive
5125984,16160020,neither
5125984,18807673,positive
5125984,18807673,neither
5125984,14980029,positive
5125984,14980029,neither
5125984,20086074,positive
5125984,20086074,neither
5125984,25620198,positive
5125984,25620198,neither
5125984,11122588,positive
5125984,11122588,neither
5125984,15318977,positive
5125984,15318977,neither
5125984,19961023,positive
5125984,19961023,neither
5125984,18763424,positive
5125984,17210276,positive
11537196,17296668,positive
11537196,17296668,neither
11537196,34942140,positive
11537196,34942140,neither
11537196,31014146,positive
11537196,31014146,neither
11537196,27092695,positive
11537196,28416048,positive
11537196,28416048,neither
11537196,21334465,positive
11537196,21334465,neither
11537196,21513820,positive
11537196,21513820,neither
11537196,27166235,positive
11537196,11254512,positive
11537196,31300334,positive
11537196,36052740,positive
11537196,36052740,neither
7608549,23814343,positive
7608549,23814343,neither
7608549,30617012,positive
7608549,30617012,neither
7608549,26779564,positive
7608549,26779564,neither
7608549,17371111,positive
7608549,17371111,neither
7608549,31673196,positive
7608549,18084038,positive
7608549,26993792,positive
7608549,26993792,neither
7608549,30404728,positive
7608549,30404728,neither
7608549,19630456,positive
7608549,19630456,neither
7608549,29148160,positive
7608549,29148160,neither
7608549,22369463,positive
7608549,22369463,neither
7608549,2808944,positive
7608549,2808944,neither
7608549,30762410,positive
7608549,30762410,neither
7608549,18598244,positive
7608549,18598244,neither
7608549,27354097,positive
7608549,27354097,neither
7608549,33089168,positive
7608549,33089168,neither
7608549,29031758,positive
7608549,29031758,neither
7608549,16364141,positive
7608549,4004706,positive
7608549,4004706,neither
7608549,20605110,positive
7608549,20605110,neither
7608549,25756039,positive
7608549,25756039,neither
7608549,24360535,positive
7608549,18788326,positive
7608549,18788326,neither
7608549,10706346,positive
7608549,10706346,neither
7608549,11102329,positive
7608549,11102329,neither
7608549,16364141,neither
7608549,12217446,positive
7608549,12217446,negative
7608549,2748771,positive
7608549,2748771,neither
7608549,6886962,positive
7608549,6886962,neither
7608549,12920619,positive
7608549,12920619,neither
7608549,31545084,positive
7608549,31545084,neither
7608549,23932332,positive
7608549,31331286,positive
7608549,21967449,positive
7394583,18070833,positive
7394583,18070833,neither
7394583,12554816,positive
7394583,12554816,neither
7394583,29445307,positive
7394583,29445307,neither
7394583,28757114,positive
7394583,28757114,neither
7394583,20566620,positive
7394583,20566620,neither
7394583,29679598,positive
7394583,29679598,neither
7394583,24473530,positive
7394583,24473530,neither
7394583,21961716,positive
7394583,21961716,neither
7394583,22560641,positive
7394583,22560641,neither
7394583,27377127,positive
7394583,27377127,neither
7394583,22077067,positive
7394583,22077067,neither
7394583,26007613,positive
7394583,26007613,neither
7394583,16513834,positive
7394583,16513834,neither
7394583,24882636,positive
7394583,21844907,positive
7394583,21844907,neither
7394583,14573532,positive
7394583,14573532,neither
7394583,28011880,positive
7394583,28011880,neither
7394583,22344196,positive
7394583,22344196,neither
7394583,2748771,positive
7394583,25944520,positive
7394583,25944520,neither
7394583,16453989,positive
7394583,16453989,neither
7394583,12914663,positive
7394583,23644822,positive
7394583,12424112,positive
7394583,28412323,positive
7394583,28412323,neither
7394583,28118074,positive
7394583,28118074,neither
7394583,27776265,positive
7394583,27776265,neither
7394583,24695404,positive
7394583,24695404,neither
7394583,11530118,positive
7394583,15062730,positive
7394583,15062730,neither
7394583,16735636,positive
7394583,16735636,neither
7394583,20394324,positive
7394583,20394324,neither
7394583,950372,positive
7394583,950372,neither
7394583,30241605,positive
7394583,30241605,neither
7394583,23918660,positive
7394583,23918660,neither
7394583,21827818,positive
7394583,21827818,neither
7394583,18257140,positive
7394583,18257140,neither
7394583,29276780,positive
7394583,29276780,neither
7394583,31239081,positive
7394583,15772562,positive
7394583,15772562,neither
7394583,26042147,positive
7394583,26042147,neither
7394583,27837582,positive
7394583,27837582,neither
7394583,23804400,positive
7394583,23804400,neither
7394583,26457534,positive
7394583,26457534,neither
7394583,28763057,positive
7394583,28763057,neither
7394583,22288870,positive
7394583,26441633,positive
7394583,26441633,neither
7394583,18652093,positive
7394583,18652093,neither
6132228,28315149,positive
6132228,28315149,neither
6132228,22926176,positive
6132228,22926176,neither
6132228,22976557,positive
6132228,22976557,neither
6132228,2069140,positive
6132228,2069140,neither
6132228,23692173,positive
6132228,23692173,neither
6132228,11435234,positive
6132228,11435234,neither
6132228,9493930,positive
6132228,9493930,neither
6132228,9738185,positive
6132228,9738185,neither
6132228,11927742,positive
6132228,11927742,neither
6132228,23721582,positive
6132228,23721582,neither
6132228,29416383,positive
6132228,29416383,neither
6132228,27448414,positive
6132228,27448414,neither
6132228,20362502,positive
6132228,20362502,neither
6132228,23910433,positive
6132228,23910433,negative
6132228,11254512,positive
6132228,11254512,neither
6132228,18250206,positive
6132228,18250206,neither
6132228,19865841,positive
6132228,19865841,neither
6132228,19960649,positive
6132228,19960649,neither
6132228,11254524,positive
6132228,11254524,neither
6132228,15901608,positive
6132228,15901608,neither
6132228,25934539,positive
6132228,27913971,positive
6132228,27913971,neither
6132228,27380034,positive
6132228,27380034,neither
6132228,29440942,positive
6132228,29440942,neither
6132228,26946208,positive
6132228,26946208,neither
6132228,24152797,positive
6132228,26092279,positive
6132228,26092279,neither
6132228,22562291,positive
6132228,22562291,neither
6132228,27225872,positive
6132228,27225872,neither
6132228,23910433,neither
6132228,25934539,neither
6132228,24152797,neither
6132228,19234106,positive
6132228,19234106,neither
6132228,25950418,positive
6132228,25950418,neither
6132228,23702236,positive
6132228,23702236,neither
6132228,24859614,positive
6132228,24859614,neither
6132228,23522724,positive
6132228,20563659,positive
6132228,20563659,neither
6132228,25348130,positive
6132228,25348130,neither
6132228,29275425,positive
6132228,29275425,neither
6132228,25343878,positive
6132228,25343878,neither
6132228,19621072,positive
6132228,19621072,neither
6132228,19545087,positive
6132228,19545087,neither
6132228,10445475,positive
6132228,10445475,neither
6132228,9487822,positive
6132228,9487822,neither
6132228,12791452,positive
6132228,12791452,neither
6132228,27729152,positive
6132228,27729152,neither
6132228,25780946,positive
6132228,25780946,neither
6132228,14658992,positive
6132228,26993338,positive
6132228,26993338,neither
6132228,23522598,positive
6132228,23522598,neither
6132228,6488926,positive
6132228,1798888,positive
6132228,1798888,neither
6132228,22152589,positive
6132228,22152589,neither
6132228,28651794,positive
6132228,28651794,neither
6132228,28807529,positive
6132228,28807529,neither
6132228,20957487,positive
6132228,20957487,neither
6132228,20957487,negative
6132228,24587579,positive
6132228,24587579,neither
6132228,14658992,neither
6132228,22215031,positive
6132228,22215031,neither
6132228,21069388,positive
6132228,21069388,neither
6132228,18940636,positive
6132228,18940636,neither
6132228,14652082,positive
6132228,14652082,neither
6132228,18646019,positive
6132228,18646019,neither
6132228,23690360,positive
6132228,19423718,positive
6132228,21860980,positive
6132228,21860980,neither
6132228,21885797,positive
6132228,21885797,neither
6132228,25704006,positive
6132228,25704006,neither
7896787,15186340,positive
7896787,15186340,neither
7896787,21386814,positive
7896787,21386814,neither
7896787,10665465,positive
7896787,10665465,neither
7896787,7198729,positive
7896787,7198729,neither
7896787,26249826,positive
7896787,26249826,neither
7896787,7073531,positive
7896787,7073531,neither
7896787,16720097,positive
7896787,16720097,neither
7896787,29588959,positive
7896787,29588959,neither
7896787,2330101,positive
7896787,2330101,neither
7896787,31874361,positive
7896787,31874361,neither
7896787,11206663,positive
7896787,11206663,neither
7896787,31299534,positive
7896787,31299534,neither
7896787,12601698,positive
7896787,12018963,positive
7896787,12018963,neither
7896787,28865250,positive
7896787,28865250,neither
7896787,31975822,positive
7896787,31975822,neither
7896787,12899859,positive
7896787,12899859,neither
7896787,22370115,positive
7896787,22370115,neither
7896787,31130885,positive
7896787,31130885,neither
7896787,29092782,positive
7896787,29092782,neither
7896787,20089460,positive
7896787,20089460,neither
7896787,21748927,positive
7896787,21748927,neither
7896787,19170739,positive
7896787,23973643,positive
7896787,25010325,positive
7896787,25010325,neither
7896787,31662092,positive
7896787,31662092,neither
7896787,16614021,positive
7896787,16614021,neither
7896787,23973643,neither
7896787,30075361,positive
7896787,30075361,neither
7896787,19042310,positive
7896787,19042310,neither
7896787,30269939,positive
7896787,30269939,neither
7896787,18809836,positive
7896787,18809836,neither
7896787,23708490,positive
7896787,23708490,neither
7896787,15555024,positive
7896787,15555024,neither
7896787,8540592,positive
7896787,8540592,neither
7896787,23747495,positive
7896787,23747495,neither
7896787,19541506,positive
7896787,19541506,neither
7896787,24111933,positive
7896787,24111933,neither
7896787,19233313,positive
7896787,19233313,neither
7896787,30699899,positive
7896787,30699899,neither
7896787,30685518,positive
7896787,30032094,positive
7896787,30032094,neither
7896787,8489214,positive
7896787,9024184,positive
7896787,15201361,positive
7896787,12581231,positive
7896787,28566156,positive
7896787,30168895,positive
7896787,30685518,neither
7896787,8489214,neither
7896787,9024184,neither
7896787,15201361,neither
7896787,12581231,neither
7896787,28566156,neither
7896787,30168895,neither
7896787,10209668,positive
7896787,10209668,neither
7896787,18164250,positive
7896787,18164250,neither
7896787,21756548,positive
7896787,21756548,neither
7896787,25534169,positive
7896787,25534169,neither
7896787,28919257,positive
7896787,28919257,neither
7896787,7588457,positive
7896787,7588457,neither
7896787,23535035,positive
7896787,28566156,negative
7896787,8641236,positive
7896787,8641236,neither
7896787,26701628,positive
7896787,28881294,positive
7896787,10714662,positive
7896787,10714662,neither
7896787,16085740,positive
7896787,16085740,neither
7896787,26715865,positive
7896787,12421114,positive
7896787,12421114,neither
7896787,23535035,neither
7896787,14751212,positive
7896787,14751212,neither
7896787,2748771,positive
3630938,18041480,positive
3630938,18041480,neither
3630938,18041874,positive
3630938,18041874,negative
3630938,10392587,positive
3630938,10392587,neither
3630938,19298103,positive
3630938,19298103,neither
3630938,19420207,positive
3630938,19420207,neither
3630938,19201722,positive
3630938,19201722,neither
3630938,9226606,positive
3630938,9226606,neither
3630938,10682939,positive
3630938,10682939,neither
3630938,16361457,positive
3630938,16361457,negative
3630938,15941867,positive
3630938,15941867,negative
3630938,12788211,positive
3630938,20134351,positive
3630938,20134351,neither
3630938,15941867,neither
3630938,19544756,positive
3630938,19544756,negative
3630938,15683134,positive
3630938,15683134,neither
3630938,7677805,positive
3630938,16862276,positive
3630938,16862276,neither
3630938,18820762,positive
3630938,18820762,neither
3630938,17512797,positive
3630938,17512797,neither
3630938,19110887,positive
3630938,19110887,neither
3630938,11204058,positive
3630938,11204058,neither
3630938,12762357,positive
3630938,12762357,neither
3630938,18041874,neither
3630938,10936127,positive
3630938,10936127,negative
3630938,1798888,positive
3630938,15700727,positive
3630938,15700727,neither
3630938,1798888,neither
3630938,3809866,positive
3630938,3809866,neither
3630938,8464434,positive
3630938,15212557,positive
3630938,15212557,neither
3630938,6112294,positive
3630938,17580592,positive
3630938,16944671,positive
3630938,16944671,neither
3630938,16171291,positive
3630938,16171291,neither
3630938,14665500,positive
3630938,14665500,neither
3630938,17181377,positive
3630938,17181377,neither
3630938,19413151,positive
3630938,16079371,positive
3630938,16079371,neither
3630938,17632651,positive
3630938,17632651,neither
3630938,15936062,positive
3630938,15936062,neither
3630938,19013100,positive
3630938,19013100,neither
3630938,18246981,positive
3630938,18246981,neither
3630938,11833860,positive
3630938,16099718,positive
3630938,16099718,neither
3630938,16684437,positive
3630938,10720292,positive
3630938,10720292,neither
3630938,10073328,positive
3630938,10073328,neither
3630938,9987698,positive
3630938,9987698,neither
3630938,11933055,positive
3630938,18716204,positive
3630938,18716204,neither
3630938,18060037,positive
3630938,18060037,neither
3630938,18703079,positive
3630938,18703079,neither
3630938,19090320,positive
3630938,19090320,neither
3630938,18076219,positive
3630938,18076219,neither
3630938,17134745,positive
3630938,17134745,neither
3630938,16393442,positive
3630938,16393442,neither
3630938,16908126,positive
3630938,16908126,neither
3630938,16861091,positive
3630938,16861091,neither
3630938,17874255,positive
3630938,17874255,neither
3630938,19880686,positive
3630938,19880686,neither
3630938,16684437,neither
3630938,16684437,negative
3630938,2265922,positive
3630938,2265922,neither
7896793,23004349,positive
7896793,23004349,neither
7896793,31847894,positive
7896793,31847894,neither
7896793,31557726,positive
7896793,31557726,neither
7896793,20469808,positive
7896793,20469808,neither
7896793,26835600,positive
7896793,26835600,neither
7896793,22823873,positive
7896793,22823873,neither
7896793,22578422,positive
7896793,22578422,neither
7896793,9779516,positive
7896793,9779516,neither
7896793,24628737,positive
7896793,24628737,neither
7896793,26930172,positive
7896793,30583276,positive
7896793,12563055,positive
7896793,12563055,neither
7896793,32087408,positive
7896793,32087408,neither
7896793,17438080,positive
7896793,17438080,neither
7896793,30696823,positive
7896793,30696823,neither
7896793,30583276,neither
7896793,32087408,negative
7896793,28153216,positive
7896793,28153216,neither
7896793,29025073,positive
7896793,29025073,neither
7896793,23724904,positive
7896793,23724904,neither
7896793,25722852,positive
